Comment Number,Comment Content,Processed comments
2877,Young people think Kamala is a cop that supports gen o cid3 (they&#39;re correct),young people think kamala cop support gen cid correct
2878,nope.... sorry,nope sorry
2879,Trump 2024,trump
2880,KAMALA &amp; BEN CRUMP TICKET! 2024,kamala ben crump ticket
2881,Voting for trump sorry,voting trump sorry
2882,I don’t think american men will vote for a woman. Trump will still win,think american men vote woman trump still win
2883,So much for Democracy? Bring it on this is going to be good. She does have a record and she is the border czar.,much democracy bring going good record border czar
2884,She wont win. That is the problem. She is not popular nor likable. Shame.,win problem popular likable shame
2886,"She polled at 0 in primaries, and is more distasteful than trump",polled primary distasteful trump
2887,Whose worse. Harris or Hilary,whose worse harris hilary
2888,Maxi Pad Ear Toast!,maxi pad ear toast
2889,This election is turning out to be a Hollywood thriller.,election turning hollywood thriller
2890,"No to Kamala Harris , never again to Donald Trump",kamala harris never donald trump
2891,Clown😂😂😅😅😅,clown
2892,Laughable. She is incompetent.,laughable incompetent
2893,MamaKamala candidate for president???😂😂😂WOW NOW WE GET TO SEE THE WHOLE MOON WITH OUR OWN EYESSSSSS😂😂😂,mamakamala candidate presidentwow get see whole moon eyes
2894,"We not voting demcrat no matter who on there ticket other than Almighty God Himself.....they speak all this ludicrous, evil rhetoric that go against Almighty God......we voting <a href=""http://www.youtube.com/results?search_query=%23trump2024"">#Trump2024</a>",voting demcrat matter ticket almighty god himselfthey speak ludicrous evil rhetoric go almighty godwe voting trump
2895,"Are you insane? She got booted from her own party first round, or you don&#39;t  remember? This fool is going to get crushed!",insane got booted party first round remember fool going get crushed
2896,Democrat slogan +&quot; Do what you can do yesterday today and what today can be done yesterday.&quot; its better than ksjfaljdfalkjfakfj  speach.,democrat slogan yesterday today today done yesterday better ksjfaljdfalkjfakfj speach
2897,I think she will lose,think lose
2898,"Oh my, she got bussed!  The struggle of her life.  Everyone else outside America walks miles to school.",oh got bussed struggle life everyone else outside america walk mile school
2899,"She&#39;s one of those people that keeps talking about women&#39;s choices and wants us to forget that she was a PROSECUTOR that locked up people for marijuana. She&#39;s an AWFUL person and I think we deserve a BETTER candidate. She was Biden&#39;s choice, not ours.",one people keep talking woman choice want u forget prosecutor locked people marijuana awful person think deserve better candidate bidens choice
2900,Kamala is not and was not strong in any way. Tulsi ended her. Until the DEI vp scene came along.,kamala strong way tulsi ended dei vp scene came along
2901,she not please saying African Americans she has blood line to Africa,please saying african american blood line africa
2902,Kamala locked up so many black people for petty crimes.,kamala locked many black people petty crime
2903,"Pfft school bus lady? Hyena harris? Is that the best they have? This is going to be great, I cant wait for the Trump / Harris debate. Too little, too late guys.",pfft school bus lady hyena harris best going great not wait trump harris debate little late guy
2904,Kamala was the most despised candidate of her own party. <br><br>The hyena will not be the nominee. <br><br>It will be Killary or Big Mike,kamala despised candidate party hyena nominee killary big mike
2905,"We all already knew Trump won, but this will just secured it. She has deliberately been out of the picture for the past 3 1/2 years. Just too add she hasn’t given anyone a reason why. She has a horrible track record! She’s not a good pic for the Democratic Party!",already knew trump secured deliberately picture past year add given anyone reason horrible track record good pic democratic party
2906,"It&#39;s going to be harder, but we&#39;re still confident. She has a lot of baggage and I think she might be a robot.",going harder still confident lot baggage think might robot
2907,Newsom/Harris2024!!!! 🔥💙🗳️🌊🔥💙🗳️🌊,newsomharris
2908,I wonder what other videos they have prepared,wonder video prepared
2909,Having a verified straight up drunk as a presser would blow a leak.,verified straight drunk presser would blow leak
2910,Can&#39;t believe Biden dropped out uuuggghhhh that attempt did its job in making Biden drop out .... sickening,not believe biden dropped uuuggghhhh attempt job making biden drop sickening
2911,Black men won’t vote for Kamala over Trump. She still has the same policies as Biden.,black men vote kamala trump still policy biden
2912,She is not African American.She is Jamaican/indian. Huge difference.,african americanshe jamaicanindian huge difference
2913,😂😂😂 This is truly hilarious...what an interesting time to be alive,truly hilariouswhat interesting time alive
2914,SHE&#39;S NOT AFRICAN-AMERICAN!!!!  GET IT RIGHT!!,africanamerican get right
2915,I’ve never seen her do much more than embarrass our country by laughing inappropriately,never seen much embarrass country laughing inappropriately
2916,Celestial said: Kamala will change as a excellent speaker like never before. She will unite all women of America and she will be your next President. She said this about two years ago.,celestial said kamala change excellent speaker never unite woman america next president said two year ago
2917,"This article misses the mark.  Look at her track record, she is not popular amongst many groups.  Polls in the near future will show this.  She PROMPTED VIOLENCE And the RIOTS.  Let’s she what she says after the Assassination attempt.",article miss mark look track record popular amongst many group poll near future show prompted violence riot let u say assassination attempt
2918,The border Czar??  Ohhh no thank you<br>Harris is a FAIL,border czar ohhh thank youharris fail
2919,No for kamala i still remember biden gave her the boarder issue and she laughed and did nothing for 4 years! Never once went to the boarder. What has she been doing these past 4 years! Sitting laughing giggling on tv,kamala still remember biden gave boarder issue laughed nothing year never went boarder past year sitting laughing giggling tv
2920,Maxi Pad Ear Toast!,maxi pad ear toast
2922,Get ready for pulling the race card on steroids.,get ready pulling race card steroid
2923,She talking about herself!!! Worst ever!,talking worst ever
2924,Harris has nothing to run on. She doesn&#39;t even know how to talk. More violence out of her mouth.,harris nothing run even know talk violence mouth
2925,She is not African American woman.,african american woman
2926,"Biden drops out of presidential race, endorses Harris: <a href=""https://on.wsj.com/4fdXnWg"">https://on.wsj.com/4fdXnWg</a>",biden drop presidential race endorses harris httpsonwsjcomfdxnwg
2927,lol no.,lol
2928,No way she can beat Trump with her record and she can&#39;t speak.,way beat trump record not speak
2929,kakala for 🚌,kakala
2930,Maxi Pad Ear Toast!,maxi pad ear toast
2931,Cackling kamala😂😂😂😂,cackling kamala
2932,Trumps restrictions on abortion? The restrictions are state to state not federal,trump restriction abortion restriction state state federal
2933,He has dropped out.  LoL. Trump Will Smash Kamala.  Trump is Your Voice and Future President!!!  Get Ready!!!,dropped lol trump smash kamala trump voice future president get ready
2934,Bahahahahaha 😅,bahahahahaha
2935,Trump is to old!!!!!!!,trump old
2936,Kamala’s body language the giggle cackle is not the plus factor  -her DEI - qualification <br>Her only card is her dark color .,kamalas body language giggle cackle plus factor dei qualification card dark color
